% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
5900                      26100                    3.434233439192882E-5     1.953716243707342E-7     451.41845377871573       5.167891151282025E13
6100                      26100                    3.4417055087004734E-5    1.9729330343975924E-7    449.9728820801868        5.1741212792522266E13
6300                      26100                    3.449107774370124E-5     1.99011976114806E-7      448.5396847969914        5.180351407222428E13
6500                      26100                    3.456442699630281E-5     2.00534437269808E-7      447.11949467606735       5.186581535192629E13
6700                      26100                    3.463713588717665E-5     2.018699268232354E-7     445.7111691191877        5.192811663162831E13
6899.999999999999         26100                    3.470923598943756E-5     2.0302740608332242E-7    444.31565198309227       5.199041791133032E13
7100                      26100                    3.478074943901223E-5     2.0401324508518722E-7    442.93217191329506       5.205271919103233E13
7300                      26100                    3.485171000761442E-5     2.0483728911898993E-7    441.56054230875685       5.211502047073435E13
7500                      26100                    3.492213810373392E-5     2.0550556735770345E-7    440.2015181954591        5.217732175043636E13
7700                      26100                    3.499206102474159E-5     2.0602625047619269E-7    438.85374215704945       5.2239623030138375E13
7900                      26100                    3.506150476607442E-5     2.0640722523609812E-7    437.5183435899663        5.230192430984038E13
8100.000000000001         26100                    3.5130487498685264E-5    2.0665407809039404E-7    436.1944091141581        5.236422558954239E13
8300                      26100                    3.51990368631887E-5      2.0677540854226413E-7    434.8817593468845        5.2426526869244414E13
8500                      26100                    3.5267169505902356E-5    2.0677645988994146E-7    433.5812288963813        5.248882814894644E13
8700                      26100                    3.533490763717067E-5     2.06664316125934E-7      432.29131739094174       5.2551129428648445E13
8900                      26100                    3.540227232668504E-5     2.064457809504768E-7     431.0132779736866        5.261343070835045E13
9100                      26100                    3.546927826459954E-5     2.0612565881451626E-7    429.74610194393586       5.267573198805247E13
9300                      26100                    3.553594772451373E-5     2.0571131467436365E-7    428.48961846424254       5.273803326775448E13
9500                      26100                    3.560229407483536E-5     2.0520722018205464E-7    427.24470827289537       5.28003345474565E13
9700                      26100                    3.566833510885471E-5     2.0461939844972836E-7    426.0097862625775        5.286263582715851E13
9900                      26100                    3.5734087639371746E-5    2.0395360579900133E-7    424.78617873284514       5.2924937106860516E13
10100                     26100                    3.579956335894705E-5     2.0321389455694306E-7    423.57282045632485       5.298723838656254E13
10300                     26100                    3.586477993743985E-5     2.0240645096672607E-7    422.3695496293603        5.304953966626455E13
10500                     26100                    3.5929747943459664E-5    2.0153501533223442E-7    421.1772667990857        5.311184094596657E13
